timestamp_unix,timestamp_iso,participant_full_id,respiratory_rate_brpm,missing_value_reason
1721004540000,2024-07-15T00:49:00Z,1211-1-1-0715,,device_not_recording
1721004600000,2024-07-15T00:50:00Z,1211-1-1-0715,,device_not_recording
1721004660000,2024-07-15T00:51:00Z,1211-1-1-0715,,device_not_recording
1721004720000,2024-07-15T00:52:00Z,1211-1-1-0715,,device_not_recording
1721004780000,2024-07-15T00:53:00Z,1211-1-1-0715,,device_not_recording
1721004840000,2024-07-15T00:54:00Z,1211-1-1-0715,,device_not_recording
1721004900000,2024-07-15T00:55:00Z,1211-1-1-0715,,device_not_recording
1721004960000,2024-07-15T00:56:00Z,1211-1-1-0715,,device_not_recording
1721005020000,2024-07-15T00:57:00Z,1211-1-1-0715,,device_not_recording
1721005080000,2024-07-15T00:58:00Z,1211-1-1-0715,,device_not_recording
1721005140000,2024-07-15T00:59:00Z,1211-1-1-0715,,device_not_recording
1721005200000,2024-07-15T01:00:00Z,1211-1-1-0715,,device_not_recording
1721005260000,2024-07-15T01:01:00Z,1211-1-1-0715,,device_not_recording
1721005320000,2024-07-15T01:02:00Z,1211-1-1-0715,,device_not_recording
1721005380000,2024-07-15T01:03:00Z,1211-1-1-0715,,device_not_recording
1721005440000,2024-07-15T01:04:00Z,1211-1-1-0715,,device_not_recording
1721005500000,2024-07-15T01:05:00Z,1211-1-1-0715,,device_not_recording
1721005560000,2024-07-15T01:06:00Z,1211-1-1-0715,,device_not_recording
1721005620000,2024-07-15T01:07:00Z,1211-1-1-0715,,device_not_recording
1721005680000,2024-07-15T01:08:00Z,1211-1-1-0715,,device_not_recording
1721005740000,2024-07-15T01:09:00Z,1211-1-1-0715,,device_not_recording
1721005800000,2024-07-15T01:10:00Z,1211-1-1-0715,,device_not_recording
1721005860000,2024-07-15T01:11:00Z,1211-1-1-0715,,device_not_recording
1721005920000,2024-07-15T01:12:00Z,1211-1-1-0715,,device_not_recording
1721005980000,2024-07-15T01:13:00Z,1211-1-1-0715,,device_not_recording
1721006040000,2024-07-15T01:14:00Z,1211-1-1-0715,,device_not_recording
1721006100000,2024-07-15T01:15:00Z,1211-1-1-0715,,device_not_recording
1721006160000,2024-07-15T01:16:00Z,1211-1-1-0715,,device_not_recording
1721006220000,2024-07-15T01:17:00Z,1211-1-1-0715,,device_not_recording
1721006280000,2024-07-15T01:18:00Z,1211-1-1-0715,,device_not_recording
1721006340000,2024-07-15T01:19:00Z,1211-1-1-0715,,device_not_recording
1721006400000,2024-07-15T01:20:00Z,1211-1-1-0715,,device_not_recording
1721006460000,2024-07-15T01:21:00Z,1211-1-1-0715,,device_not_recording
1721006520000,2024-07-15T01:22:00Z,1211-1-1-0715,,device_not_recording
1721006580000,2024-07-15T01:23:00Z,1211-1-1-0715,,device_not_recording
1721006640000,2024-07-15T01:24:00Z,1211-1-1-0715,,device_not_recording
1721006700000,2024-07-15T01:25:00Z,1211-1-1-0715,,device_not_recording
1721006760000,2024-07-15T01:26:00Z,1211-1-1-0715,,device_not_recording
1721006820000,2024-07-15T01:27:00Z,1211-1-1-0715,,device_not_recording
1721006880000,2024-07-15T01:28:00Z,1211-1-1-0715,,device_not_recording
1721006940000,2024-07-15T01:29:00Z,1211-1-1-0715,,device_not_recording
1721007000000,2024-07-15T01:30:00Z,1211-1-1-0715,,device_not_recording
1721007060000,2024-07-15T01:31:00Z,1211-1-1-0715,,device_not_recording
1721007120000,2024-07-15T01:32:00Z,1211-1-1-0715,,device_not_recording
1721007180000,2024-07-15T01:33:00Z,1211-1-1-0715,,device_not_recording
1721007240000,2024-07-15T01:34:00Z,1211-1-1-0715,,device_not_recording
1721007300000,2024-07-15T01:35:00Z,1211-1-1-0715,,device_not_recording
1721007360000,2024-07-15T01:36:00Z,1211-1-1-0715,,device_not_recording
1721007420000,2024-07-15T01:37:00Z,1211-1-1-0715,,device_not_recording
1721007480000,2024-07-15T01:38:00Z,1211-1-1-0715,,device_not_recording
1721007540000,2024-07-15T01:39:00Z,1211-1-1-0715,,device_not_recording
1721007600000,2024-07-15T01:40:00Z,1211-1-1-0715,,device_not_recording
1721007660000,2024-07-15T01:41:00Z,1211-1-1-0715,,device_not_recording
1721007720000,2024-07-15T01:42:00Z,1211-1-1-0715,,device_not_recording
1721007780000,2024-07-15T01:43:00Z,1211-1-1-0715,,device_not_recording
1721007840000,2024-07-15T01:44:00Z,1211-1-1-0715,,device_not_recording
1721007900000,2024-07-15T01:45:00Z,1211-1-1-0715,,device_not_recording
1721007960000,2024-07-15T01:46:00Z,1211-1-1-0715,,device_not_recording
1721008020000,2024-07-15T01:47:00Z,1211-1-1-0715,,device_not_recording
1721008080000,2024-07-15T01:48:00Z,1211-1-1-0715,,device_not_recording
1721008140000,2024-07-15T01:49:00Z,1211-1-1-0715,,device_not_recording
1721008200000,2024-07-15T01:50:00Z,1211-1-1-0715,,device_not_recording
1721008260000,2024-07-15T01:51:00Z,1211-1-1-0715,,device_not_recording
1721008320000,2024-07-15T01:52:00Z,1211-1-1-0715,,device_not_recording
1721008380000,2024-07-15T01:53:00Z,1211-1-1-0715,,device_not_recording
1721008440000,2024-07-15T01:54:00Z,1211-1-1-0715,,device_not_recording
1721008500000,2024-07-15T01:55:00Z,1211-1-1-0715,,device_not_recording
1721008560000,2024-07-15T01:56:00Z,1211-1-1-0715,,device_not_recording
1721008620000,2024-07-15T01:57:00Z,1211-1-1-0715,,device_not_recording
1721008680000,2024-07-15T01:58:00Z,1211-1-1-0715,,device_not_recording
1721008740000,2024-07-15T01:59:00Z,1211-1-1-0715,,device_not_recording
1721008800000,2024-07-15T02:00:00Z,1211-1-1-0715,,device_not_recording
1721008860000,2024-07-15T02:01:00Z,1211-1-1-0715,,device_not_recording
1721008920000,2024-07-15T02:02:00Z,1211-1-1-0715,,device_not_recording
1721008980000,2024-07-15T02:03:00Z,1211-1-1-0715,,device_not_recording
1721009040000,2024-07-15T02:04:00Z,1211-1-1-0715,,device_not_recording
1721009100000,2024-07-15T02:05:00Z,1211-1-1-0715,,device_not_recording
1721009160000,2024-07-15T02:06:00Z,1211-1-1-0715,,device_not_recording
1721009220000,2024-07-15T02:07:00Z,1211-1-1-0715,,device_not_recording
1721009280000,2024-07-15T02:08:00Z,1211-1-1-0715,,device_not_recording
1721009340000,2024-07-15T02:09:00Z,1211-1-1-0715,,device_not_recording
1721009400000,2024-07-15T02:10:00Z,1211-1-1-0715,,device_not_recording
1721009460000,2024-07-15T02:11:00Z,1211-1-1-0715,,device_not_recording
1721009520000,2024-07-15T02:12:00Z,1211-1-1-0715,,device_not_recording
1721009580000,2024-07-15T02:13:00Z,1211-1-1-0715,,device_not_recording
1721009640000,2024-07-15T02:14:00Z,1211-1-1-0715,,device_not_recording
1721009700000,2024-07-15T02:15:00Z,1211-1-1-0715,,device_not_recording
1721009760000,2024-07-15T02:16:00Z,1211-1-1-0715,,device_not_recording
1721009820000,2024-07-15T02:17:00Z,1211-1-1-0715,,device_not_recording
1721009880000,2024-07-15T02:18:00Z,1211-1-1-0715,,device_not_recording
1721009940000,2024-07-15T02:19:00Z,1211-1-1-0715,,device_not_recording
1721010000000,2024-07-15T02:20:00Z,1211-1-1-0715,,device_not_recording
1721010060000,2024-07-15T02:21:00Z,1211-1-1-0715,,device_not_recording
1721010120000,2024-07-15T02:22:00Z,1211-1-1-0715,,device_not_recording
1721010180000,2024-07-15T02:23:00Z,1211-1-1-0715,,device_not_recording
1721010240000,2024-07-15T02:24:00Z,1211-1-1-0715,,device_not_recording
1721010300000,2024-07-15T02:25:00Z,1211-1-1-0715,,device_not_recording
1721010360000,2024-07-15T02:26:00Z,1211-1-1-0715,,device_not_recording
1721010420000,2024-07-15T02:27:00Z,1211-1-1-0715,,device_not_recording
1721010480000,2024-07-15T02:28:00Z,1211-1-1-0715,,device_not_recording
1721010540000,2024-07-15T02:29:00Z,1211-1-1-0715,,device_not_recording
1721010600000,2024-07-15T02:30:00Z,1211-1-1-0715,,device_not_recording
1721010660000,2024-07-15T02:31:00Z,1211-1-1-0715,,device_not_recording
1721010720000,2024-07-15T02:32:00Z,1211-1-1-0715,,device_not_recording
1721010780000,2024-07-15T02:33:00Z,1211-1-1-0715,,device_not_recording
1721010840000,2024-07-15T02:34:00Z,1211-1-1-0715,,device_not_recording
1721010900000,2024-07-15T02:35:00Z,1211-1-1-0715,,device_not_recording
1721010960000,2024-07-15T02:36:00Z,1211-1-1-0715,,device_not_recording
1721011020000,2024-07-15T02:37:00Z,1211-1-1-0715,,device_not_recording
1721011080000,2024-07-15T02:38:00Z,1211-1-1-0715,,device_not_recording
1721011140000,2024-07-15T02:39:00Z,1211-1-1-0715,,device_not_recording
1721011200000,2024-07-15T02:40:00Z,1211-1-1-0715,,device_not_recording
1721011260000,2024-07-15T02:41:00Z,1211-1-1-0715,,device_not_recording
1721011320000,2024-07-15T02:42:00Z,1211-1-1-0715,,device_not_recording
1721011380000,2024-07-15T02:43:00Z,1211-1-1-0715,,device_not_recording
1721011440000,2024-07-15T02:44:00Z,1211-1-1-0715,,device_not_recording
1721011500000,2024-07-15T02:45:00Z,1211-1-1-0715,,device_not_recording
1721011560000,2024-07-15T02:46:00Z,1211-1-1-0715,,device_not_recording
1721011620000,2024-07-15T02:47:00Z,1211-1-1-0715,,device_not_recording
1721011680000,2024-07-15T02:48:00Z,1211-1-1-0715,,device_not_recording
1721011740000,2024-07-15T02:49:00Z,1211-1-1-0715,,device_not_recording
1721011800000,2024-07-15T02:50:00Z,1211-1-1-0715,,device_not_recording
1721011860000,2024-07-15T02:51:00Z,1211-1-1-0715,,device_not_recording
1721011920000,2024-07-15T02:52:00Z,1211-1-1-0715,,device_not_recording
1721011980000,2024-07-15T02:53:00Z,1211-1-1-0715,,device_not_recording
1721012040000,2024-07-15T02:54:00Z,1211-1-1-0715,,device_not_recording
1721012100000,2024-07-15T02:55:00Z,1211-1-1-0715,,device_not_recording
1721012160000,2024-07-15T02:56:00Z,1211-1-1-0715,,device_not_recording
1721012220000,2024-07-15T02:57:00Z,1211-1-1-0715,,device_not_recording
1721012280000,2024-07-15T02:58:00Z,1211-1-1-0715,,device_not_recording
1721012340000,2024-07-15T02:59:00Z,1211-1-1-0715,,device_not_recording
1721012400000,2024-07-15T03:00:00Z,1211-1-1-0715,,device_not_recording
1721012460000,2024-07-15T03:01:00Z,1211-1-1-0715,,device_not_recording
1721012520000,2024-07-15T03:02:00Z,1211-1-1-0715,,device_not_recording
1721012580000,2024-07-15T03:03:00Z,1211-1-1-0715,,device_not_recording
1721012640000,2024-07-15T03:04:00Z,1211-1-1-0715,,device_not_recording
1721012700000,2024-07-15T03:05:00Z,1211-1-1-0715,,device_not_recording
1721012760000,2024-07-15T03:06:00Z,1211-1-1-0715,,device_not_recording
1721012820000,2024-07-15T03:07:00Z,1211-1-1-0715,,device_not_recording
1721012880000,2024-07-15T03:08:00Z,1211-1-1-0715,,device_not_recording
1721012940000,2024-07-15T03:09:00Z,1211-1-1-0715,,device_not_recording
1721013000000,2024-07-15T03:10:00Z,1211-1-1-0715,,device_not_recording
1721013060000,2024-07-15T03:11:00Z,1211-1-1-0715,,device_not_recording
1721013120000,2024-07-15T03:12:00Z,1211-1-1-0715,,device_not_recording
1721013180000,2024-07-15T03:13:00Z,1211-1-1-0715,,device_not_recording
1721013240000,2024-07-15T03:14:00Z,1211-1-1-0715,,device_not_recording
1721013300000,2024-07-15T03:15:00Z,1211-1-1-0715,,device_not_recording
1721013360000,2024-07-15T03:16:00Z,1211-1-1-0715,,device_not_recording
1721013420000,2024-07-15T03:17:00Z,1211-1-1-0715,,device_not_recording
1721013480000,2024-07-15T03:18:00Z,1211-1-1-0715,,device_not_recording
1721013540000,2024-07-15T03:19:00Z,1211-1-1-0715,,device_not_recording
1721013600000,2024-07-15T03:20:00Z,1211-1-1-0715,,device_not_recording
1721013660000,2024-07-15T03:21:00Z,1211-1-1-0715,,device_not_recording
1721013720000,2024-07-15T03:22:00Z,1211-1-1-0715,,device_not_recording
1721013780000,2024-07-15T03:23:00Z,1211-1-1-0715,,device_not_recording
1721013840000,2024-07-15T03:24:00Z,1211-1-1-0715,,device_not_recording
1721013900000,2024-07-15T03:25:00Z,1211-1-1-0715,,device_not_recording
1721013960000,2024-07-15T03:26:00Z,1211-1-1-0715,,device_not_recording
1721014020000,2024-07-15T03:27:00Z,1211-1-1-0715,,device_not_recording
1721014080000,2024-07-15T03:28:00Z,1211-1-1-0715,,device_not_recording
1721014140000,2024-07-15T03:29:00Z,1211-1-1-0715,,device_not_recording
1721014200000,2024-07-15T03:30:00Z,1211-1-1-0715,,device_not_recording
1721014260000,2024-07-15T03:31:00Z,1211-1-1-0715,,device_not_recording
1721014320000,2024-07-15T03:32:00Z,1211-1-1-0715,,device_not_recording
1721014380000,2024-07-15T03:33:00Z,1211-1-1-0715,,device_not_recording
1721014440000,2024-07-15T03:34:00Z,1211-1-1-0715,,device_not_recording
1721014500000,2024-07-15T03:35:00Z,1211-1-1-0715,,device_not_recording
1721014560000,2024-07-15T03:36:00Z,1211-1-1-0715,,device_not_recording
1721014620000,2024-07-15T03:37:00Z,1211-1-1-0715,,device_not_recording
1721014680000,2024-07-15T03:38:00Z,1211-1-1-0715,,device_not_recording
1721014740000,2024-07-15T03:39:00Z,1211-1-1-0715,,device_not_recording
1721014800000,2024-07-15T03:40:00Z,1211-1-1-0715,,device_not_recording
1721014860000,2024-07-15T03:41:00Z,1211-1-1-0715,,device_not_recording
1721014920000,2024-07-15T03:42:00Z,1211-1-1-0715,,device_not_recording
1721014980000,2024-07-15T03:43:00Z,1211-1-1-0715,,device_not_recording
1721015040000,2024-07-15T03:44:00Z,1211-1-1-0715,,device_not_recording
1721015100000,2024-07-15T03:45:00Z,1211-1-1-0715,,device_not_recording
1721015160000,2024-07-15T03:46:00Z,1211-1-1-0715,,device_not_recording
1721015220000,2024-07-15T03:47:00Z,1211-1-1-0715,,device_not_recording
1721015280000,2024-07-15T03:48:00Z,1211-1-1-0715,,device_not_recording
1721015340000,2024-07-15T03:49:00Z,1211-1-1-0715,,device_not_recording
1721015400000,2024-07-15T03:50:00Z,1211-1-1-0715,,device_not_recording
1721015460000,2024-07-15T03:51:00Z,1211-1-1-0715,,device_not_recording
1721015520000,2024-07-15T03:52:00Z,1211-1-1-0715,,device_not_recording
1721015580000,2024-07-15T03:53:00Z,1211-1-1-0715,,device_not_recording
1721015640000,2024-07-15T03:54:00Z,1211-1-1-0715,,device_not_recording
1721015700000,2024-07-15T03:55:00Z,1211-1-1-0715,,device_not_recording
1721015760000,2024-07-15T03:56:00Z,1211-1-1-0715,,device_not_recording
1721015820000,2024-07-15T03:57:00Z,1211-1-1-0715,,device_not_recording
1721015880000,2024-07-15T03:58:00Z,1211-1-1-0715,,device_not_recording
1721015940000,2024-07-15T03:59:00Z,1211-1-1-0715,,device_not_recording
1721016000000,2024-07-15T04:00:00Z,1211-1-1-0715,,device_not_recording
1721016060000,2024-07-15T04:01:00Z,1211-1-1-0715,,device_not_recording
1721016120000,2024-07-15T04:02:00Z,1211-1-1-0715,,device_not_recording
1721016180000,2024-07-15T04:03:00Z,1211-1-1-0715,,device_not_recording
1721016240000,2024-07-15T04:04:00Z,1211-1-1-0715,,device_not_recording
1721016300000,2024-07-15T04:05:00Z,1211-1-1-0715,,device_not_recording
1721016360000,2024-07-15T04:06:00Z,1211-1-1-0715,,device_not_recording
1721016420000,2024-07-15T04:07:00Z,1211-1-1-0715,,device_not_recording
1721016480000,2024-07-15T04:08:00Z,1211-1-1-0715,,device_not_recording
1721016540000,2024-07-15T04:09:00Z,1211-1-1-0715,,device_not_recording
1721016600000,2024-07-15T04:10:00Z,1211-1-1-0715,,device_not_recording
1721016660000,2024-07-15T04:11:00Z,1211-1-1-0715,,device_not_recording
1721016720000,2024-07-15T04:12:00Z,1211-1-1-0715,,device_not_recording
1721016780000,2024-07-15T04:13:00Z,1211-1-1-0715,,device_not_recording
1721016840000,2024-07-15T04:14:00Z,1211-1-1-0715,,device_not_recording
1721016900000,2024-07-15T04:15:00Z,1211-1-1-0715,,device_not_recording
1721016960000,2024-07-15T04:16:00Z,1211-1-1-0715,,device_not_recording
1721017020000,2024-07-15T04:17:00Z,1211-1-1-0715,,device_not_recording
1721017080000,2024-07-15T04:18:00Z,1211-1-1-0715,,device_not_recording
1721017140000,2024-07-15T04:19:00Z,1211-1-1-0715,,device_not_recording
1721017200000,2024-07-15T04:20:00Z,1211-1-1-0715,,device_not_recording
1721017260000,2024-07-15T04:21:00Z,1211-1-1-0715,,device_not_recording
1721017320000,2024-07-15T04:22:00Z,1211-1-1-0715,,device_not_recording
1721017380000,2024-07-15T04:23:00Z,1211-1-1-0715,,device_not_recording
1721017440000,2024-07-15T04:24:00Z,1211-1-1-0715,,device_not_recording
1721017500000,2024-07-15T04:25:00Z,1211-1-1-0715,,device_not_recording
1721017560000,2024-07-15T04:26:00Z,1211-1-1-0715,,device_not_recording
1721017620000,2024-07-15T04:27:00Z,1211-1-1-0715,,device_not_recording
1721017680000,2024-07-15T04:28:00Z,1211-1-1-0715,,device_not_recording
1721017740000,2024-07-15T04:29:00Z,1211-1-1-0715,,device_not_recording
1721017800000,2024-07-15T04:30:00Z,1211-1-1-0715,,device_not_recording
1721017860000,2024-07-15T04:31:00Z,1211-1-1-0715,,device_not_recording
1721017920000,2024-07-15T04:32:00Z,1211-1-1-0715,,device_not_recording
1721017980000,2024-07-15T04:33:00Z,1211-1-1-0715,,device_not_recording
1721018040000,2024-07-15T04:34:00Z,1211-1-1-0715,,device_not_recording
1721018100000,2024-07-15T04:35:00Z,1211-1-1-0715,,device_not_recording
1721018160000,2024-07-15T04:36:00Z,1211-1-1-0715,,device_not_recording
1721018220000,2024-07-15T04:37:00Z,1211-1-1-0715,,device_not_recording
1721018280000,2024-07-15T04:38:00Z,1211-1-1-0715,,device_not_recording
1721018340000,2024-07-15T04:39:00Z,1211-1-1-0715,,device_not_recording
1721018400000,2024-07-15T04:40:00Z,1211-1-1-0715,,device_not_recording
1721018460000,2024-07-15T04:41:00Z,1211-1-1-0715,,device_not_recording
1721018520000,2024-07-15T04:42:00Z,1211-1-1-0715,,device_not_recording
1721018580000,2024-07-15T04:43:00Z,1211-1-1-0715,,device_not_recording
1721018640000,2024-07-15T04:44:00Z,1211-1-1-0715,,device_not_recording
1721018700000,2024-07-15T04:45:00Z,1211-1-1-0715,,device_not_recording
1721018760000,2024-07-15T04:46:00Z,1211-1-1-0715,,device_not_recording
1721018820000,2024-07-15T04:47:00Z,1211-1-1-0715,,device_not_recording
1721018880000,2024-07-15T04:48:00Z,1211-1-1-0715,,device_not_recording
1721018940000,2024-07-15T04:49:00Z,1211-1-1-0715,,device_not_recording
1721019000000,2024-07-15T04:50:00Z,1211-1-1-0715,,device_not_recording
1721019060000,2024-07-15T04:51:00Z,1211-1-1-0715,,device_not_recording
1721019120000,2024-07-15T04:52:00Z,1211-1-1-0715,,device_not_recording
1721019180000,2024-07-15T04:53:00Z,1211-1-1-0715,,device_not_recording
1721019240000,2024-07-15T04:54:00Z,1211-1-1-0715,,device_not_recording
1721019300000,2024-07-15T04:55:00Z,1211-1-1-0715,,device_not_recording
1721019360000,2024-07-15T04:56:00Z,1211-1-1-0715,,device_not_recording
1721019420000,2024-07-15T04:57:00Z,1211-1-1-0715,,device_not_recording
1721019480000,2024-07-15T04:58:00Z,1211-1-1-0715,,device_not_recording
1721019540000,2024-07-15T04:59:00Z,1211-1-1-0715,,device_not_recording
1721019600000,2024-07-15T05:00:00Z,1211-1-1-0715,,device_not_recording
1721019660000,2024-07-15T05:01:00Z,1211-1-1-0715,,device_not_recording
1721019720000,2024-07-15T05:02:00Z,1211-1-1-0715,,device_not_recording
1721019780000,2024-07-15T05:03:00Z,1211-1-1-0715,,device_not_recording
1721019840000,2024-07-15T05:04:00Z,1211-1-1-0715,,device_not_recording
1721019900000,2024-07-15T05:05:00Z,1211-1-1-0715,,device_not_recording
1721019960000,2024-07-15T05:06:00Z,1211-1-1-0715,,device_not_recording
1721020020000,2024-07-15T05:07:00Z,1211-1-1-0715,,device_not_recording
1721020080000,2024-07-15T05:08:00Z,1211-1-1-0715,,device_not_recording
1721020140000,2024-07-15T05:09:00Z,1211-1-1-0715,,device_not_recording
1721020200000,2024-07-15T05:10:00Z,1211-1-1-0715,,device_not_recording
1721020260000,2024-07-15T05:11:00Z,1211-1-1-0715,,device_not_recording
1721020320000,2024-07-15T05:12:00Z,1211-1-1-0715,,device_not_recording
1721020380000,2024-07-15T05:13:00Z,1211-1-1-0715,,device_not_recording
1721020440000,2024-07-15T05:14:00Z,1211-1-1-0715,,device_not_recording
1721020500000,2024-07-15T05:15:00Z,1211-1-1-0715,,device_not_recording
1721020560000,2024-07-15T05:16:00Z,1211-1-1-0715,,device_not_recording
1721020620000,2024-07-15T05:17:00Z,1211-1-1-0715,,device_not_recording
1721020680000,2024-07-15T05:18:00Z,1211-1-1-0715,,device_not_recording
1721020740000,2024-07-15T05:19:00Z,1211-1-1-0715,,device_not_recording
1721020800000,2024-07-15T05:20:00Z,1211-1-1-0715,,device_not_recording
1721020860000,2024-07-15T05:21:00Z,1211-1-1-0715,,device_not_recording
1721020920000,2024-07-15T05:22:00Z,1211-1-1-0715,,device_not_recording
1721020980000,2024-07-15T05:23:00Z,1211-1-1-0715,,device_not_recording
1721021040000,2024-07-15T05:24:00Z,1211-1-1-0715,,device_not_recording
1721021100000,2024-07-15T05:25:00Z,1211-1-1-0715,,device_not_recording
1721021160000,2024-07-15T05:26:00Z,1211-1-1-0715,,device_not_recording
1721021220000,2024-07-15T05:27:00Z,1211-1-1-0715,,device_not_recording
1721021280000,2024-07-15T05:28:00Z,1211-1-1-0715,,device_not_recording
1721021340000,2024-07-15T05:29:00Z,1211-1-1-0715,,device_not_recording
1721021400000,2024-07-15T05:30:00Z,1211-1-1-0715,,device_not_recording
1721021460000,2024-07-15T05:31:00Z,1211-1-1-0715,,device_not_recording
1721021520000,2024-07-15T05:32:00Z,1211-1-1-0715,,device_not_recording
1721021580000,2024-07-15T05:33:00Z,1211-1-1-0715,,device_not_recording
1721021640000,2024-07-15T05:34:00Z,1211-1-1-0715,,device_not_recording
1721021700000,2024-07-15T05:35:00Z,1211-1-1-0715,,device_not_recording
1721021760000,2024-07-15T05:36:00Z,1211-1-1-0715,,device_not_recording
1721021820000,2024-07-15T05:37:00Z,1211-1-1-0715,,device_not_recording
1721021880000,2024-07-15T05:38:00Z,1211-1-1-0715,,device_not_recording
1721021940000,2024-07-15T05:39:00Z,1211-1-1-0715,,device_not_recording
1721022000000,2024-07-15T05:40:00Z,1211-1-1-0715,,device_not_recording
1721022060000,2024-07-15T05:41:00Z,1211-1-1-0715,,device_not_recording
1721022120000,2024-07-15T05:42:00Z,1211-1-1-0715,,device_not_recording
1721022180000,2024-07-15T05:43:00Z,1211-1-1-0715,,device_not_recording
1721022240000,2024-07-15T05:44:00Z,1211-1-1-0715,,device_not_recording
1721022300000,2024-07-15T05:45:00Z,1211-1-1-0715,,device_not_recording
1721022360000,2024-07-15T05:46:00Z,1211-1-1-0715,,device_not_recording
1721022420000,2024-07-15T05:47:00Z,1211-1-1-0715,,device_not_recording
1721022480000,2024-07-15T05:48:00Z,1211-1-1-0715,,device_not_recording
1721022540000,2024-07-15T05:49:00Z,1211-1-1-0715,,device_not_recording
1721022600000,2024-07-15T05:50:00Z,1211-1-1-0715,,device_not_recording
1721022660000,2024-07-15T05:51:00Z,1211-1-1-0715,,device_not_recording
1721022720000,2024-07-15T05:52:00Z,1211-1-1-0715,,device_not_recording
1721022780000,2024-07-15T05:53:00Z,1211-1-1-0715,,device_not_recording
1721022840000,2024-07-15T05:54:00Z,1211-1-1-0715,,device_not_recording
1721022900000,2024-07-15T05:55:00Z,1211-1-1-0715,,device_not_recording
